HTML,Tree,AltText,Source,SourceSet,Name,Type,Parent Link,Extension
"<img alt="""" class=""md:rounded-t-2xl h-64 w-full object-cover object-center wp-post-image"" decoding=""async"" height=""256"" loading=""lazy"" sizes=""auto, (max-width: 330px) 100vw, 330px"" src=""https://analytics.alleghenycounty.us/wp-content/uploads/2025/10/highland_pic.png"" srcset=""https://analytics.alleghenycounty.us/wp-content/uploads/2025/10/highland_pic.png 330w, https://analytics.alleghenycounty.us/wp-content/uploads/2025/10/highland_pic-300x233.png 300w"" width=""330""/>","['https://analytics.alleghenycounty.us/', 'https://analytics.alleghenycounty.us/content-types/dashboards/']",,https://analytics.alleghenycounty.us/wp-content/uploads/2025/10/highland_pic.png,"['https://analytics.alleghenycounty.us/wp-content/uploads/2025/10/highland_pic.png 330w', ' https://analytics.alleghenycounty.us/wp-content/uploads/2025/10/highland_pic-300x233.png 300w']",highland_pic.png,Featured,https://analytics.alleghenycounty.us/2025/10/03/highland-detention-center-interactive-dashboard/,.png
"<img alt="""" class=""md:rounded-t-2xl h-64 w-full object-cover object-center wp-post-image"" decoding=""async"" height=""256"" loading=""lazy"" sizes=""auto, (max-width: 330px) 100vw, 330px"" src=""https://analytics.alleghenycounty.us/wp-content/uploads/2025/09/SubstanceUseMonitoring_card.png"" srcset=""https://analytics.alleghenycounty.us/wp-content/uploads/2025/09/SubstanceUseMonitoring_card.png 330w, https://analytics.alleghenycounty.us/wp-content/uploads/2025/09/SubstanceUseMonitoring_card-300x233.png 300w"" width=""330""/>","['https://analytics.alleghenycounty.us/', 'https://analytics.alleghenycounty.us/content-types/dashboards/']",,https://analytics.alleghenycounty.us/wp-content/uploads/2025/09/SubstanceUseMonitoring_card.png,"['https://analytics.alleghenycounty.us/wp-content/uploads/2025/09/SubstanceUseMonitoring_card.png 330w', ' https://analytics.alleghenycounty.us/wp-content/uploads/2025/09/SubstanceUseMonitoring_card-300x233.png 300w']",SubstanceUseMonitoring_card.png,Featured,https://analytics.alleghenycounty.us/2025/09/12/substance-monitoring-interactive-dashboard/,.png
"<img alt="""" class=""md:rounded-t-2xl h-64 w-full object-cover object-center wp-post-image"" decoding=""async"" height=""256"" loading=""lazy"" sizes=""auto, (max-width: 480px) 100vw, 480px"" src=""https://analytics.alleghenycounty.us/wp-content/uploads/2023/01/Opioid-Settlement.jpg"" srcset=""https://analytics.alleghenycounty.us/wp-content/uploads/2023/01/Opioid-Settlement.jpg 480w, https://analytics.alleghenycounty.us/wp-content/uploads/2023/01/Opioid-Settlement-300x160.jpg 300w"" width=""480""/>","['https://analytics.alleghenycounty.us/', 'https://analytics.alleghenycounty.us/content-types/dashboards/']",,https://analytics.alleghenycounty.us/wp-content/uploads/2023/01/Opioid-Settlement.jpg,"['https://analytics.alleghenycounty.us/wp-content/uploads/2023/01/Opioid-Settlement.jpg 480w', ' https://analytics.alleghenycounty.us/wp-content/uploads/2023/01/Opioid-Settlement-300x160.jpg 300w']",Opioid-Settlement.jpg,Featured,https://analytics.alleghenycounty.us/2025/09/08/allegheny-county-opioid-settlement-projects/,.jpg
"<img alt="""" class=""md:rounded-t-2xl h-64 w-full object-cover object-center wp-post-image"" decoding=""async"" height=""256"" loading=""lazy"" sizes=""auto, (max-width: 330px) 100vw, 330px"" src=""https://analytics.alleghenycounty.us/wp-content/uploads/2025/01/MOUD_card.png"" srcset=""https://analytics.alleghenycounty.us/wp-content/uploads/2025/01/MOUD_card.png 330w, https://analytics.alleghenycounty.us/wp-content/uploads/2025/01/MOUD_card-300x233.png 300w"" width=""330""/>","['https://analytics.alleghenycounty.us/', 'https://analytics.alleghenycounty.us/content-types/dashboards/']",,https://analytics.alleghenycounty.us/wp-content/uploads/2025/01/MOUD_card.png,"['https://analytics.alleghenycounty.us/wp-content/uploads/2025/01/MOUD_card.png 330w', ' https://analytics.alleghenycounty.us/wp-content/uploads/2025/01/MOUD_card-300x233.png 300w']",MOUD_card.png,Featured,https://analytics.alleghenycounty.us/2025/08/26/medication-for-opioid-use-disorder-moud-in-the-allegheny-county-jail/,.png
"<img alt="""" class=""md:rounded-t-2xl h-64 w-full object-cover object-center wp-post-image"" decoding=""async"" height=""256"" loading=""lazy"" sizes=""auto, (max-width: 330px) 100vw, 330px"" src=""https://analytics.alleghenycounty.us/wp-content/uploads/2025/06/encampment_card.png"" srcset=""https://analytics.alleghenycounty.us/wp-content/uploads/2025/06/encampment_card.png 330w, https://analytics.alleghenycounty.us/wp-content/uploads/2025/06/encampment_card-300x233.png 300w"" width=""330""/>","['https://analytics.alleghenycounty.us/', 'https://analytics.alleghenycounty.us/content-types/dashboards/']",,https://analytics.alleghenycounty.us/wp-content/uploads/2025/06/encampment_card.png,"['https://analytics.alleghenycounty.us/wp-content/uploads/2025/06/encampment_card.png 330w', ' https://analytics.alleghenycounty.us/wp-content/uploads/2025/06/encampment_card-300x233.png 300w']",encampment_card.png,Featured,https://analytics.alleghenycounty.us/2025/06/12/encampment-survey-interactive-dashboard/,.png
"<img alt="""" class=""md:rounded-t-2xl h-64 w-full object-cover object-center wp-post-image"" decoding=""async"" height=""256"" loading=""lazy"" sizes=""auto, (max-width: 330px) 100vw, 330px"" src=""https://analytics.alleghenycounty.us/wp-content/uploads/2025/05/ODS_card.png"" srcset=""https://analytics.alleghenycounty.us/wp-content/uploads/2025/05/ODS_card.png 330w, https://analytics.alleghenycounty.us/wp-content/uploads/2025/05/ODS_card-300x233.png 300w"" width=""330""/>","['https://analytics.alleghenycounty.us/', 'https://analytics.alleghenycounty.us/content-types/dashboards/']",,https://analytics.alleghenycounty.us/wp-content/uploads/2025/05/ODS_card.png,"['https://analytics.alleghenycounty.us/wp-content/uploads/2025/05/ODS_card.png 330w', ' https://analytics.alleghenycounty.us/wp-content/uploads/2025/05/ODS_card-300x233.png 300w']",ODS_card.png,Featured,https://analytics.alleghenycounty.us/2025/05/09/office-of-developmental-supports-ods-dashboard/,.png
"<img alt="""" class=""md:rounded-t-2xl h-64 w-full object-cover object-center wp-post-image"" decoding=""async"" height=""456"" loading=""lazy"" src=""https://analytics.alleghenycounty.us/wp-content/uploads/2019/08/HSSC-cover-image-e1651605180336.png"" width=""456""/>","['https://analytics.alleghenycounty.us/', 'https://analytics.alleghenycounty.us/content-types/dashboards/']",,https://analytics.alleghenycounty.us/wp-content/uploads/2019/08/HSSC-cover-image-e1651605180336.png,,HSSC-cover-image-e1651605180336.png,Featured,https://analytics.alleghenycounty.us/2025/02/13/allegheny-county-dhs-sms-text-messaging-outreach-informing-engaging-and-communicating-with-residents/,.png
"<img alt="""" class=""md:rounded-t-2xl h-64 w-full object-cover object-center wp-post-image"" decoding=""async"" height=""256"" loading=""lazy"" sizes=""auto, (max-width: 330px) 100vw, 330px"" src=""https://analytics.alleghenycounty.us/wp-content/uploads/2023/10/CNI_card.png"" srcset=""https://analytics.alleghenycounty.us/wp-content/uploads/2023/10/CNI_card.png 330w, https://analytics.alleghenycounty.us/wp-content/uploads/2023/10/CNI_card-300x233.png 300w"" width=""330""/>","['https://analytics.alleghenycounty.us/', 'https://analytics.alleghenycounty.us/content-types/dashboards/']",,https://analytics.alleghenycounty.us/wp-content/uploads/2023/10/CNI_card.png,"['https://analytics.alleghenycounty.us/wp-content/uploads/2023/10/CNI_card.png 330w', ' https://analytics.alleghenycounty.us/wp-content/uploads/2023/10/CNI_card-300x233.png 300w']",CNI_card.png,Featured,https://analytics.alleghenycounty.us/2025/01/02/intimate-partner-homicides-2017-2022/,.png
"<img alt="""" class=""md:rounded-t-2xl h-64 w-full object-cover object-center wp-post-image"" decoding=""async"" height=""256"" loading=""lazy"" sizes=""auto, (max-width: 330px) 100vw, 330px"" src=""https://analytics.alleghenycounty.us/wp-content/uploads/2025/01/MH_card.png"" srcset=""https://analytics.alleghenycounty.us/wp-content/uploads/2025/01/MH_card.png 330w, https://analytics.alleghenycounty.us/wp-content/uploads/2025/01/MH_card-300x233.png 300w"" width=""330""/>","['https://analytics.alleghenycounty.us/', 'https://analytics.alleghenycounty.us/content-types/dashboards/']",,https://analytics.alleghenycounty.us/wp-content/uploads/2025/01/MH_card.png,"['https://analytics.alleghenycounty.us/wp-content/uploads/2025/01/MH_card.png 330w', ' https://analytics.alleghenycounty.us/wp-content/uploads/2025/01/MH_card-300x233.png 300w']",MH_card.png,Featured,https://analytics.alleghenycounty.us/2025/01/02/mental-health-crisis-service-trends-interactive-dashboard/,.png
"<img alt="""" class=""md:rounded-t-2xl h-64 w-full object-cover object-center wp-post-image"" decoding=""async"" height=""256"" loading=""lazy"" sizes=""auto, (max-width: 330px) 100vw, 330px"" src=""https://analytics.alleghenycounty.us/wp-content/uploads/2024/07/ACGO_card.png"" srcset=""https://analytics.alleghenycounty.us/wp-content/uploads/2024/07/ACGO_card.png 330w, https://analytics.alleghenycounty.us/wp-content/uploads/2024/07/ACGO_card-300x233.png 300w"" width=""330""/>","['https://analytics.alleghenycounty.us/', 'https://analytics.alleghenycounty.us/content-types/dashboards/']",,https://analytics.alleghenycounty.us/wp-content/uploads/2024/07/ACGO_card.png,"['https://analytics.alleghenycounty.us/wp-content/uploads/2024/07/ACGO_card.png 330w', ' https://analytics.alleghenycounty.us/wp-content/uploads/2024/07/ACGO_card-300x233.png 300w']",ACGO_card.png,Featured,https://analytics.alleghenycounty.us/2024/07/10/allegheny-go-program-interactive-dashboard/,.png
"<img alt=""Allegheny County Office of Analytics, Technology and Planning"" height=""55"" src=""https://analytics.alleghenycounty.us/wp-content/uploads/2022/04/Allegheny-A.png"" width=""55""/>","['https://analytics.alleghenycounty.us/', 'https://analytics.alleghenycounty.us/content-types/dashboards/']","Allegheny County Office of Analytics, Technology and Planning",https://analytics.alleghenycounty.us/wp-content/uploads/2022/04/Allegheny-A.png,,Allegheny-A.png,,,.png
"<img alt=""Allegheny Analytics"" class=""custom-logo"" decoding=""async"" fetchpriority=""high"" height=""156"" sizes=""(max-width: 774px) 100vw, 774px"" src=""https://analytics.alleghenycounty.us/wp-content/uploads/2022/04/logo.png"" srcset=""https://analytics.alleghenycounty.us/wp-content/uploads/2022/04/logo.png 774w, https://analytics.alleghenycounty.us/wp-content/uploads/2022/04/logo-300x60.png 300w, https://analytics.alleghenycounty.us/wp-content/uploads/2022/04/logo-768x155.png 768w"" width=""774""/>","['https://analytics.alleghenycounty.us/', 'https://analytics.alleghenycounty.us/content-types/datasets/']",Allegheny Analytics,https://analytics.alleghenycounty.us/wp-content/uploads/2022/04/logo.png,"['https://analytics.alleghenycounty.us/wp-content/uploads/2022/04/logo.png 774w', ' https://analytics.alleghenycounty.us/wp-content/uploads/2022/04/logo-300x60.png 300w', ' https://analytics.alleghenycounty.us/wp-content/uploads/2022/04/logo-768x155.png 768w']",logo.png,,https://analytics.alleghenycounty.us/,.png
"<img alt=""A crowd of diverse faces"" class=""md:rounded-t-2xl h-64 w-full object-cover object-center wp-post-image"" decoding=""async"" height=""638"" sizes=""(max-width: 1622px) 100vw, 1622px"" src=""https://analytics.alleghenycounty.us/wp-content/uploads/2021/05/communityneedindeximage.jpeg"" srcset=""https://analytics.alleghenycounty.us/wp-content/uploads/2021/05/communityneedindeximage.jpeg 1622w, https://analytics.alleghenycounty.us/wp-content/uploads/2021/05/communityneedindeximage-300x118.jpeg 300w, https://analytics.alleghenycounty.us/wp-content/uploads/2021/05/communityneedindeximage-1024x403.jpeg 1024w, https://analytics.alleghenycounty.us/wp-content/uploads/2021/05/communityneedindeximage-768x302.jpeg 768w, https://analytics.alleghenycounty.us/wp-content/uploads/2021/05/communityneedindeximage-1536x604.jpeg 1536w"" width=""1622""/>","['https://analytics.alleghenycounty.us/', 'https://analytics.alleghenycounty.us/content-types/datasets/']",A crowd of diverse faces,https://analytics.alleghenycounty.us/wp-content/uploads/2021/05/communityneedindeximage.jpeg,"['https://analytics.alleghenycounty.us/wp-content/uploads/2021/05/communityneedindeximage.jpeg 1622w', ' https://analytics.alleghenycounty.us/wp-content/uploads/2021/05/communityneedindeximage-300x118.jpeg 300w', ' https://analytics.alleghenycounty.us/wp-content/uploads/2021/05/communityneedindeximage-1024x403.jpeg 1024w', ' https://analytics.alleghenycounty.us/wp-content/uploads/2021/05/communityneedindeximage-768x302.jpeg 768w', ' https://analytics.alleghenycounty.us/wp-content/uploads/2021/05/communityneedindeximage-1536x604.jpeg 1536w']",communityneedindeximage.jpeg,Featured,https://analytics.alleghenycounty.us/2024/05/31/allegheny-county-community-need-index/,.jpeg
"<img alt="""" class=""md:rounded-t-2xl h-64 w-full object-cover object-center wp-post-image"" decoding=""async"" height=""1492"" sizes=""(max-width: 2560px) 100vw, 2560px"" src=""https://analytics.alleghenycounty.us/wp-content/uploads/2022/04/photo_65519_20160509-1-scaled.jpg"" srcset=""https://analytics.alleghenycounty.us/wp-content/uploads/2022/04/photo_65519_20160509-1-scaled.jpg 2560w, https://analytics.alleghenycounty.us/wp-content/uploads/2022/04/photo_65519_20160509-1-300x175.jpg 300w, https://analytics.alleghenycounty.us/wp-content/uploads/2022/04/photo_65519_20160509-1-1024x597.jpg 1024w, https://analytics.alleghenycounty.us/wp-content/uploads/2022/04/photo_65519_20160509-1-768x447.jpg 768w, https://analytics.alleghenycounty.us/wp-content/uploads/2022/04/photo_65519_20160509-1-1536x895.jpg 1536w, https://analytics.alleghenycounty.us/wp-content/uploads/2022/04/photo_65519_20160509-1-2048x1193.jpg 2048w"" width=""2560""/>","['https://analytics.alleghenycounty.us/', 'https://analytics.alleghenycounty.us/content-types/datasets/']",,https://analytics.alleghenycounty.us/wp-content/uploads/2022/04/photo_65519_20160509-1-scaled.jpg,"['https://analytics.alleghenycounty.us/wp-content/uploads/2022/04/photo_65519_20160509-1-scaled.jpg 2560w', ' https://analytics.alleghenycounty.us/wp-content/uploads/2022/04/photo_65519_20160509-1-300x175.jpg 300w', ' https://analytics.alleghenycounty.us/wp-content/uploads/2022/04/photo_65519_20160509-1-1024x597.jpg 1024w', ' https://analytics.alleghenycounty.us/wp-content/uploads/2022/04/photo_65519_20160509-1-768x447.jpg 768w', ' https://analytics.alleghenycounty.us/wp-content/uploads/2022/04/photo_65519_20160509-1-1536x895.jpg 1536w', ' https://analytics.alleghenycounty.us/wp-content/uploads/2022/04/photo_65519_20160509-1-2048x1193.jpg 2048w']",photo_65519_20160509-1-scaled.jpg,Featured,https://analytics.alleghenycounty.us/2023/09/01/generating-a-fully-synthetic-human-services-dataset/,.jpg
"<img alt=""Allegheny County Office of Analytics, Technology and Planning"" height=""55"" src=""https://analytics.alleghenycounty.us/wp-content/uploads/2022/04/Allegheny-A.png"" width=""55""/>","['https://analytics.alleghenycounty.us/', 'https://analytics.alleghenycounty.us/content-types/datasets/']","Allegheny County Office of Analytics, Technology and Planning",https://analytics.alleghenycounty.us/wp-content/uploads/2022/04/Allegheny-A.png,,Allegheny-A.png,,,.png
"<img alt=""Allegheny Analytics"" class=""custom-logo"" decoding=""async"" fetchpriority=""high"" height=""156"" sizes=""(max-width: 774px) 100vw, 774px"" src=""https://analytics.alleghenycounty.us/wp-content/uploads/2022/04/logo.png"" srcset=""https://analytics.alleghenycounty.us/wp-content/uploads/2022/04/logo.png 774w, https://analytics.alleghenycounty.us/wp-content/uploads/2022/04/logo-300x60.png 300w, https://analytics.alleghenycounty.us/wp-content/uploads/2022/04/logo-768x155.png 768w"" width=""774""/>","['https://analytics.alleghenycounty.us/', 'https://analytics.alleghenycounty.us/content-types/infographics/']",Allegheny Analytics,https://analytics.alleghenycounty.us/wp-content/uploads/2022/04/logo.png,"['https://analytics.alleghenycounty.us/wp-content/uploads/2022/04/logo.png 774w', ' https://analytics.alleghenycounty.us/wp-content/uploads/2022/04/logo-300x60.png 300w', ' https://analytics.alleghenycounty.us/wp-content/uploads/2022/04/logo-768x155.png 768w']",logo.png,,https://analytics.alleghenycounty.us/,.png
"<img alt="""" class=""md:rounded-t-2xl h-64 w-full object-cover object-center wp-post-image"" decoding=""async"" height=""575"" sizes=""(max-width: 1000px) 100vw, 1000px"" src=""https://analytics.alleghenycounty.us/wp-content/uploads/2022/01/latinxneeds.png"" srcset=""https://analytics.alleghenycounty.us/wp-content/uploads/2022/01/latinxneeds.png 1000w, https://analytics.alleghenycounty.us/wp-content/uploads/2022/01/latinxneeds-300x173.png 300w, https://analytics.alleghenycounty.us/wp-content/uploads/2022/01/latinxneeds-768x442.png 768w"" width=""1000""/>","['https://analytics.alleghenycounty.us/', 'https://analytics.alleghenycounty.us/content-types/infographics/']",,https://analytics.alleghenycounty.us/wp-content/uploads/2022/01/latinxneeds.png,"['https://analytics.alleghenycounty.us/wp-content/uploads/2022/01/latinxneeds.png 1000w', ' https://analytics.alleghenycounty.us/wp-content/uploads/2022/01/latinxneeds-300x173.png 300w', ' https://analytics.alleghenycounty.us/wp-content/uploads/2022/01/latinxneeds-768x442.png 768w']",latinxneeds.png,Featured,https://analytics.alleghenycounty.us/2022/09/13/2021-allegheny-county-latinx-needs-assessment/,.png
"<img alt="""" class=""md:rounded-t-2xl h-64 w-full object-cover object-center wp-post-image"" decoding=""async"" height=""861"" sizes=""(max-width: 1350px) 100vw, 1350px"" src=""https://analytics.alleghenycounty.us/wp-content/uploads/2018/05/youth-homelessness-2017.png"" srcset=""https://analytics.alleghenycounty.us/wp-content/uploads/2018/05/youth-homelessness-2017.png 1350w, https://analytics.alleghenycounty.us/wp-content/uploads/2018/05/youth-homelessness-2017-300x191.png 300w, https://analytics.alleghenycounty.us/wp-content/uploads/2018/05/youth-homelessness-2017-1024x653.png 1024w, https://analytics.alleghenycounty.us/wp-content/uploads/2018/05/youth-homelessness-2017-768x490.png 768w"" width=""1350""/>","['https://analytics.alleghenycounty.us/', 'https://analytics.alleghenycounty.us/content-types/infographics/']",,https://analytics.alleghenycounty.us/wp-content/uploads/2018/05/youth-homelessness-2017.png,"['https://analytics.alleghenycounty.us/wp-content/uploads/2018/05/youth-homelessness-2017.png 1350w', ' https://analytics.alleghenycounty.us/wp-content/uploads/2018/05/youth-homelessness-2017-300x191.png 300w', ' https://analytics.alleghenycounty.us/wp-content/uploads/2018/05/youth-homelessness-2017-1024x653.png 1024w', ' https://analytics.alleghenycounty.us/wp-content/uploads/2018/05/youth-homelessness-2017-768x490.png 768w']",youth-homelessness-2017.png,Featured,https://analytics.alleghenycounty.us/2018/05/29/how-youth-flow-in-and-out-of-homeless-services-2017/,.png
"<img alt="""" class=""md:rounded-t-2xl h-64 w-full object-cover object-center wp-post-image"" decoding=""async"" height=""485"" sizes=""(max-width: 911px) 100vw, 911px"" src=""https://analytics.alleghenycounty.us/wp-content/uploads/2017/10/Homeless-flow-chart.png"" srcset=""https://analytics.alleghenycounty.us/wp-content/uploads/2017/10/Homeless-flow-chart.png 911w, https://analytics.alleghenycounty.us/wp-content/uploads/2017/10/Homeless-flow-chart-300x160.png 300w, https://analytics.alleghenycounty.us/wp-content/uploads/2017/10/Homeless-flow-chart-768x409.png 768w"" width=""911""/>","['https://analytics.alleghenycounty.us/', 'https://analytics.alleghenycounty.us/content-types/infographics/']",,https://analytics.alleghenycounty.us/wp-content/uploads/2017/10/Homeless-flow-chart.png,"['https://analytics.alleghenycounty.us/wp-content/uploads/2017/10/Homeless-flow-chart.png 911w', ' https://analytics.alleghenycounty.us/wp-content/uploads/2017/10/Homeless-flow-chart-300x160.png 300w', ' https://analytics.alleghenycounty.us/wp-content/uploads/2017/10/Homeless-flow-chart-768x409.png 768w']",Homeless-flow-chart.png,Featured,https://analytics.alleghenycounty.us/2017/10/30/youth-flow-allegheny-county-homeless-services/,.png
"<img alt=""Allegheny County Office of Analytics, Technology and Planning"" height=""55"" src=""https://analytics.alleghenycounty.us/wp-content/uploads/2022/04/Allegheny-A.png"" width=""55""/>","['https://analytics.alleghenycounty.us/', 'https://analytics.alleghenycounty.us/content-types/infographics/']","Allegheny County Office of Analytics, Technology and Planning",https://analytics.alleghenycounty.us/wp-content/uploads/2022/04/Allegheny-A.png,,Allegheny-A.png,,,.png
"<img alt=""Allegheny Analytics"" class=""custom-logo"" decoding=""async"" fetchpriority=""high"" height=""156"" sizes=""(max-width: 774px) 100vw, 774px"" src=""https://analytics.alleghenycounty.us/wp-content/uploads/2022/04/logo.png"" srcset=""https://analytics.alleghenycounty.us/wp-content/uploads/2022/04/logo.png 774w, https://analytics.alleghenycounty.us/wp-content/uploads/2022/04/logo-300x60.png 300w, https://analytics.alleghenycounty.us/wp-content/uploads/2022/04/logo-768x155.png 768w"" width=""774""/>","['https://analytics.alleghenycounty.us/', 'https://analytics.alleghenycounty.us/content-types/reports/']",Allegheny Analytics,https://analytics.alleghenycounty.us/wp-content/uploads/2022/04/logo.png,"['https://analytics.alleghenycounty.us/wp-content/uploads/2022/04/logo.png 774w', ' https://analytics.alleghenycounty.us/wp-content/uploads/2022/04/logo-300x60.png 300w', ' https://analytics.alleghenycounty.us/wp-content/uploads/2022/04/logo-768x155.png 768w']",logo.png,,https://analytics.alleghenycounty.us/,.png
"<img alt="""" class=""md:rounded-t-2xl h-64 w-full object-cover object-center wp-post-image"" decoding=""async"" height=""1516"" sizes=""(max-width: 2560px) 100vw, 2560px"" src=""https://analytics.alleghenycounty.us/wp-content/uploads/2025/04/Cityscape-scaled.png"" srcset=""https://analytics.alleghenycounty.us/wp-content/uploads/2025/04/Cityscape-scaled.png 2560w, https://analytics.alleghenycounty.us/wp-content/uploads/2025/04/Cityscape-300x178.png 300w, https://analytics.alleghenycounty.us/wp-content/uploads/2025/04/Cityscape-1024x606.png 1024w, https://analytics.alleghenycounty.us/wp-content/uploads/2025/04/Cityscape-768x455.png 768w, https://analytics.alleghenycounty.us/wp-content/uploads/2025/04/Cityscape-1536x909.png 1536w, https://analytics.alleghenycounty.us/wp-content/uploads/2025/04/Cityscape-2048x1213.png 2048w"" width=""2560""/>","['https://analytics.alleghenycounty.us/', 'https://analytics.alleghenycounty.us/content-types/reports/']",,https://analytics.alleghenycounty.us/wp-content/uploads/2025/04/Cityscape-scaled.png,"['https://analytics.alleghenycounty.us/wp-content/uploads/2025/04/Cityscape-scaled.png 2560w', ' https://analytics.alleghenycounty.us/wp-content/uploads/2025/04/Cityscape-300x178.png 300w', ' https://analytics.alleghenycounty.us/wp-content/uploads/2025/04/Cityscape-1024x606.png 1024w', ' https://analytics.alleghenycounty.us/wp-content/uploads/2025/04/Cityscape-768x455.png 768w', ' https://analytics.alleghenycounty.us/wp-content/uploads/2025/04/Cityscape-1536x909.png 1536w', ' https://analytics.alleghenycounty.us/wp-content/uploads/2025/04/Cityscape-2048x1213.png 2048w']",Cityscape-scaled.png,Featured,https://analytics.alleghenycounty.us/2026/05/28/dhs-initiatives-and-accomplishments/,.png
"<img alt="""" class=""md:rounded-t-2xl h-64 w-full object-cover object-center wp-post-image"" decoding=""async"" height=""712"" sizes=""(max-width: 917px) 100vw, 917px"" src=""https://analytics.alleghenycounty.us/wp-content/uploads/2026/04/26-ACDHS-06-CommunityCounts-Cards_Page_3.png"" srcset=""https://analytics.alleghenycounty.us/wp-content/uploads/2026/04/26-ACDHS-06-CommunityCounts-Cards_Page_3.png 917w, https://analytics.alleghenycounty.us/wp-content/uploads/2026/04/26-ACDHS-06-CommunityCounts-Cards_Page_3-300x233.png 300w, https://analytics.alleghenycounty.us/wp-content/uploads/2026/04/26-ACDHS-06-CommunityCounts-Cards_Page_3-768x596.png 768w"" width=""917""/>","['https://analytics.alleghenycounty.us/', 'https://analytics.alleghenycounty.us/content-types/reports/']",,https://analytics.alleghenycounty.us/wp-content/uploads/2026/04/26-ACDHS-06-CommunityCounts-Cards_Page_3.png,"['https://analytics.alleghenycounty.us/wp-content/uploads/2026/04/26-ACDHS-06-CommunityCounts-Cards_Page_3.png 917w', ' https://analytics.alleghenycounty.us/wp-content/uploads/2026/04/26-ACDHS-06-CommunityCounts-Cards_Page_3-300x233.png 300w', ' https://analytics.alleghenycounty.us/wp-content/uploads/2026/04/26-ACDHS-06-CommunityCounts-Cards_Page_3-768x596.png 768w']",26-ACDHS-06-CommunityCounts-Cards_Page_3.png,Featured,https://analytics.alleghenycounty.us/2026/05/18/point-in-time-count-of-people-experiencing-homelessness/,.png
"<img alt="""" class=""md:rounded-t-2xl h-64 w-full object-cover object-center wp-post-image"" decoding=""async"" height=""918"" sizes=""(max-width: 2560px) 100vw, 2560px"" src=""https://analytics.alleghenycounty.us/wp-content/uploads/2026/05/26-ACDHS-Unsheltered-Homelessness-Card_Compressed-scaled.jpeg"" srcset=""https://analytics.alleghenycounty.us/wp-content/uploads/2026/05/26-ACDHS-Unsheltered-Homelessness-Card_Compressed-scaled.jpeg 2560w, https://analytics.alleghenycounty.us/wp-content/uploads/2026/05/26-ACDHS-Unsheltered-Homelessness-Card_Compressed-300x108.jpeg 300w, https://analytics.alleghenycounty.us/wp-content/uploads/2026/05/26-ACDHS-Unsheltered-Homelessness-Card_Compressed-1024x367.jpeg 1024w, https://analytics.alleghenycounty.us/wp-content/uploads/2026/05/26-ACDHS-Unsheltered-Homelessness-Card_Compressed-768x275.jpeg 768w, https://analytics.alleghenycounty.us/wp-content/uploads/2026/05/26-ACDHS-Unsheltered-Homelessness-Card_Compressed-1536x551.jpeg 1536w, https://analytics.alleghenycounty.us/wp-content/uploads/2026/05/26-ACDHS-Unsheltered-Homelessness-Card_Compressed-2048x734.jpeg 2048w"" width=""2560""/>","['https://analytics.alleghenycounty.us/', 'https://analytics.alleghenycounty.us/content-types/reports/']",,https://analytics.alleghenycounty.us/wp-content/uploads/2026/05/26-ACDHS-Unsheltered-Homelessness-Card_Compressed-scaled.jpeg,"['https://analytics.alleghenycounty.us/wp-content/uploads/2026/05/26-ACDHS-Unsheltered-Homelessness-Card_Compressed-scaled.jpeg 2560w', ' https://analytics.alleghenycounty.us/wp-content/uploads/2026/05/26-ACDHS-Unsheltered-Homelessness-Card_Compressed-300x108.jpeg 300w', ' https://analytics.alleghenycounty.us/wp-content/uploads/2026/05/26-ACDHS-Unsheltered-Homelessness-Card_Compressed-1024x367.jpeg 1024w', ' https://analytics.alleghenycounty.us/wp-content/uploads/2026/05/26-ACDHS-Unsheltered-Homelessness-Card_Compressed-768x275.jpeg 768w', ' https://analytics.alleghenycounty.us/wp-content/uploads/2026/05/26-ACDHS-Unsheltered-Homelessness-Card_Compressed-1536x551.jpeg 1536w', ' https://analytics.alleghenycounty.us/wp-content/uploads/2026/05/26-ACDHS-Unsheltered-Homelessness-Card_Compressed-2048x734.jpeg 2048w']",26-ACDHS-Unsheltered-Homelessness-Card_Compressed-scaled.jpeg,Featured,https://analytics.alleghenycounty.us/2026/05/07/resources-on-unsheltered-homelessness/,.jpeg
